Time (TU),X (LU),Y (LU),Z (LU),VX (LU/TU),VY (LU/TU),VZ (LU/TU)
0,0.8778007990603793,2.069447270688621e-27,0.19247025470406084,-5.055312246788807e-14,0.22759832101134014,1.5315225576166486e-13
0.003772593968587915,0.8778028704781283,0.000858627943977862,0.19246693529211717,0.001098136327841363,0.2275918725604245,-0.0017597485806947848
0.011458603527477627,0.8778199081381358,0.002607731703057971,0.1924396322045486,0.003335227374424416,0.22753883192744725,-0.0053448400317601475
0.019148817410609552,0.8778541617484985,0.004357178273062121,0.19238473748116366,0.005573019857897193,0.2274321883347542,-0.008931611488745893
0.02684333863426866,0.8779056549724683,0.006106577620799536,0.19230220747932233,0.007811191962841175,0.22727185340737852,-0.012519922073269255
0.034542244096066446,0.8779744094267896,0.00785553236033943,0.19219199893276726,0.010049412962859385,0.22705773765540763,-0.016109618625087585
0.04224560857118811,0.8780604446682949,0.009603643180305647,0.19205406894942864,0.012287350131410985,0.22678975042618138,-0.01970054710217183
0.04995350610377941,0.878163778173495,0.011350509126180224,0.19188837501761036,0.014524669072158884,0.22646779986104337,-0.023292553438522795
0.05766600025676714,0.8782844251492461,0.01309572536159696,0.1916948752802588,0.016761030818322177,0.2260917933610747,-0.02688547921375084
0.06538315310275959,0.8784223985678085,0.014838885183845525,0.19147352844673762,0.018996094377248102,0.22566163733637615,-0.030479166061550884
0.07310501316946724,0.8785777088749762,0.016579577281997836,0.19122429422634685,0.02122951317618918,0.22517723795685643,-0.034073450278341404
0.08083162484781303,0.8787503640395667,0.01831738785564348,0.19094713321178727,0.023460937734396326,0.22463850082152476,-0.0376681674344191
0.0885630117544763,0.8789403690592735,0.020051896874769225,0.1906420076328433,0.025690010812071954,0.22404533230636595,-0.04126314486945405
0.09629918465799135,0.8791477259294157,0.021782679893966875,0.19030888136538054,0.027916369678017246,0.22339763945199748,-0.04485820563129694
0.1040401488807277,0.8793724337018419,0.023509309732262725,0.1899477197930229,0.03013964821135896,0.22269532955119553,-0.04845317216553465
0.11178587112114617,0.8796144873293428,0.025231349122292596,0.18955849161940447,0.03235946736557001,0.2219383135160725,-0.052047851170557165
0.11953631134017342,0.8798738783183419,0.02694835791145543,0.18914116777369233,0.03457544435268139,0.22112650357973848,-0.05564204868794856
0.12729139862517952,0.8801505937457685,0.028659887787923624,0.18869572294482448,0.03678718575462417,0.2202598160961053,-0.05923555918598179
0.13505103425197862,0.8804446160171123,0.030365483109511947,0.18822213592505843,0.03899428847679546,0.21933817201093544,-0.06282816729087083
0.1428150880595808,0.8807559223915796,0.03206468027797481,0.1877203903290896,0.04119633881238815,0.21836149804989824,-0.06641964642886854
0.15058339565298695,0.8810844844977114,0.03375700733669904,0.18719047533050048,0.0433929117775006,0.21732972792712088,-0.0700097578693623
0.15835575532369364,0.8814302678023844,0.035441983549485384,0.1866323864761179,0.04558357040285308,0.21624280369234328,-0.073598249654774
0.16613192097304832,0.8817932308522576,0.03711911816673896,0.1860461268717326,0.047767863945247756,0.2151006777888891,-0.07718485370603526
0.17391160224977695,0.8821733247876413,0.038787910814159915,0.18543170793351899,0.04994532818286022,0.2139033142540326,-0.08076928628055027
0.18169445032151785,0.8825704921153801,0.040447848859714114,0.18478915134389634,0.05211548174154804,0.21265069225552355,-0.08435124183183462
0.18948006911763843,0.8829846666862659,0.0420984103094114,0.18411848906845749,0.05427782960701833,0.2113428058396131,-0.08793039862603091
0.1972679952454809,0.8834157720590463,0.04373906007877049,0.18341976599238483,0.05643185795213198,0.20997966877649188,-0.09150640995659556
0.20505769571652896,0.8838637206578053,0.04536925018569278,0.18269304128814137,0.05857703403753014,0.208561316928003,-0.09507890359614399
0.21284856193248555,0.8843284126854064,0.04698841924129238,0.1819383901932836,0.06071280515374249,0.2070878114114456,-0.09864747955319296
0.22063991113338513,0.8848097354429796,0.04859599358366364,0.1811559051457554,0.06283859969076666,0.2055592405071521,-0.10221171126874154
0.22843097272711793,0.8853075617018876,0.05019138537245881,0.18034569847768597,0.06495382415483675,0.20397572461080213,-0.10577113991069023
0.23622088008193115,0.8858217482867972,0.05177399197983882,0.17950790479294554,0.06705786182555987,0.20233742057715426,-0.10932527121205197
0.24400867172620977,0.8863521352274836,0.05334319741946492,0.17864268244492484,0.06915007406803604,0.2006445243151345,-0.11287357662483315
0.2517932762826593,0.8868985437916244,0.05489837060068488,0.17775021686766065,0.07122979736917104,0.19889727702299645,-0.1164154870727687
0.2595735149044243,0.887460775640048,0.05643886726596451,0.176830722111054,0.07329634521778651,0.1970959679327132,-0.119950394703415
0.2673480911476902,0.8880386110969815,0.0579640295299828,0.17588444385651375,0.07534900673203176,0.19524093997876732,-0.12347764892667555
0.2751155880643729,0.8886318078887971,0.05947318700859522,0.17491166170853154,0.07738704735179588,0.19333259408510772,-0.12699655574860652
0.28287446060702376,0.8892400995136223,0.060965657169016266,0.1739126921349497,0.07940970842502396,0.19137139476687778,-0.1305063749798897
0.2906230411864897,0.8898631946322318,0.062440748346328824,0.1728878897770971,0.08141621035169472,0.18935787258274783,-0.13400632338787077
0.29835953390554437,0.8905007756274755,0.06389776065729492,0.1718376501697668,0.08340575285270127,0.18729262940874322,-0.13749557269304608
0.306082016133728,0.8911524977705599,0.0653359884262622,0.1707624115138976,0.08537751725197157,0.1851763419173142,-0.14097325085628118
0.3137884410999121,0.8918179885475223,0.0667547228570048,0.1696626562329198,0.0873306690808955,0.18300976470075855,-0.1444384437741598
0.321476646132057,0.8924968475753663,0.06815325576579895,0.1685389116008496,0.08926436214686449,0.18079373164118404,-0.14789019944775555
